groupid,Group Name,Product Type,Product Color,Product Condition,Component Type,Included Products,groupsize,idingroup,strippedname,name,sku,platform,ASIN,matching_likelihood,matching_method,ParentProduct,SKU_Role,source_asin,source_sku,source_title,merge_source,merge_match_type
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker,,13,1,USAV Wall Ceiling for Bose Jewel Double Cube Speaker,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,00076,Amazon,B0CVRR8VFM,100.0,stripped_name,Speaker,A,B0CVRR8VFM,00076,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker,,13,2,Wall Ceiling for Bose Jewel Double Cube Speaker,Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,362877050485,USAV_eBay,,1.33,threshold,Speaker,A,B0CVRR8VFM,362877050485,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker,,13,3,Wall Ceiling for Bose Jewel Double Cube Speaker,Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,265808661486,DRAGON_eBay,,1.33,threshold,Speaker,A,B0CVRR8VFM,265808661486,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker,,13,4,Wall Ceiling for Bose Jewel Double Cube Speaker,Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,00076,Ecwid,,1.33,threshold,Speaker,A,B0CVRR8VFM,00076,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker,,13,5,Wall Ceiling for Bose Jewel Double Cube Speaker,Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,154530969197,MEKONG_eBay,,1.18,threshold,Speaker,A,B0CVRR8VFM,154530969197,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker,,13,6,Wall Ceiling for Bose Lifestyle Cube Speaker,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker - Pair - White,362857431492,USAV_eBay,,0.99,threshold,Speaker,A,B0CVRR8VFM,362857431492,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker,,13,7,Wall Ceiling for Bose Lifestyle Cube Speaker,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker - Pair - White,265735746857,DRAGON_eBay,,0.99,threshold,Speaker,A,B0CVRR8VFM,265735746857,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker,,13,8,Wall Ceiling for Bose Lifestyle Cube Speaker,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker - Pair - White,265735751795,DRAGON_eBay,,0.99,threshold,Speaker,A,B0CVRR8VFM,265735751795,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker,,13,9,Wall Ceiling for Bose Lifestyle Cube Speaker,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker - Pair - White,154531856515,MEKONG_eBay,,0.99,threshold,Speaker,A,B0CVRR8VFM,154531856515,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker,,13,10,Wall Ceiling for Bose Lifestyle Cube Speaker,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker - Pair - White,00150,Ecwid,,0.99,threshold,Speaker,A,B0CVRR8VFM,00150,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker,,13,11,USAV Solutions Wall Ceiling for Bose Lifestyle Cube Speaker,USAV Solutions Wall Mount Ceiling Bracket for Bose Lifestyle Cube Speaker - Pair - White,S4-5B6W-QGMP,Amazon,B0CVR3KQ9P,0.91,threshold,Speaker,A,B0CVRR8VFM,S4-5B6W-QGMP,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
201,Bose Wall Mount Ceiling Bracket,Parts,WH,,Wall Mount Ceiling Bracket for Bose Lifestyle Jewel Cube Speakers,,13,12,Wall Ceiling for Bose Lifestyle Jewel Cube Speakers,Wall Mount Ceiling Bracket for Bose Lifestyle Jewel Cube Speakers - Pair - White,265801552166,DRAGON_eBay,,0.86,threshold,Speaker,A,B0CVRR8VFM,265801552166,USAV Wall Mount Ceiling Bracket for Bose Jewel Double Cube Speaker - Pair - White,amazon_only,
202,Bose Smart Ultra Dolby Atmos Soundbar,Bundle,BK,,,Bose Smart Ultra Dolby Atmos Soundbar,1,0,Bose Smart Ultra Dolby Atmos Soundbar,"Bose Smart Ultra Dolby Atmos Soundbar, Black, Bundle",,Amazon,B0CX7XC92F,100.0,stripped_name,Soundbar,P,B0CX7XC92F,,"Bose Smart Ultra Dolby Atmos Soundbar, Black, Bundle",amazon_only,
204,Bose Soundlink Mini Bluetooth Speaker,Product,,,,,4,0,Bose Soundlink Mini Bluetooth Speaker Bluetooth Tabletop Ac Battery Outdoor speakers,Bose Soundlink Mini Bluetooth Speaker Bluetooth Tabletop Ac & Battery Outdoor speakers,,Amazon,B0CZTSRW3J,100.0,stripped_name,Speaker,P,B0CZTSRW3J,,Bose Soundlink Mini Bluetooth Speaker Bluetooth Tabletop Ac & Battery Outdoor speakers,amazon_only,
204,Bose Soundlink Mini Bluetooth Speaker,Product,,,,,4,1,Bose SoundLink Mini Bluetooth Speaker,Bose SoundLink Mini Bluetooth Speaker,72-ARCD-FTCA,Amazon,B00D89H1NO,0.77,threshold,Speaker,P,B0CZTSRW3J,72-ARCD-FTCA,Bose Soundlink Mini Bluetooth Speaker Bluetooth Tabletop Ac & Battery Outdoor speakers,amazon_only,
204,Bose Soundlink Mini Bluetooth Speaker,Product,,,,,4,2,BOSE SoundLink Mini Bluetooth Speaker,BOSE SoundLink Mini Bluetooth Speaker,154593225839,MEKONG_eBay,,0.77,threshold,Speaker,P,B0CZTSRW3J,154593225839,Bose Soundlink Mini Bluetooth Speaker Bluetooth Tabletop Ac & Battery Outdoor speakers,amazon_only,
204,Bose Soundlink Mini Bluetooth Speaker,Product,,,,,4,3,BOSE SoundLink Mini Bluetooth Speaker,BOSE SoundLink Mini Bluetooth Speaker,01134,Ecwid,,0.77,threshold,Speaker,P,B0CZTSRW3J,01134,Bose Soundlink Mini Bluetooth Speaker Bluetooth Tabletop Ac & Battery Outdoor speakers,amazon_only,
205,Bose Portable Smart Speaker,Product,,,,,1,0,Bose Bose Portable Smart Speaker Wi-Fi Bluetooth Floor Standing Tabletop Battery Powered Soundbar speakers,"Bose Bose Portable Smart Speaker Wi-Fi,Bluetooth Floor Standing, Tabletop Battery Powered Soundbar speakers",,Amazon,B0CZTSWZRF,100.0,stripped_name,Speaker,K,B0CZTSWZRF,,"Bose Bose Portable Smart Speaker Wi-Fi,Bluetooth Floor Standing, Tabletop Battery Powered Soundbar speakers",amazon_only,
206,Bose Wave Music System with Multi-CD Changer,Product,,,,,16,0,Bose Wave Music System With Multi-Cd Changer integrated stereo system,Bose Wave Music System With Multi-Cd Changer integrated stereo system,,Amazon,B0CZTSZJW8,100.0,stripped_name,System,K,B0CZTSZJW8,,Bose Wave Music System With Multi-Cd Changer integrated stereo system,amazon,
206,Bose Wave Music System with Multi-CD Changer,Product,SV,,,,16,1,Bose Wave Music System with Multi-CD Changer,Bose Wave Music System with Multi-CD Changer - Titanium Silver,257184170326,DRAGON_eBay,,0.76,threshold,System,K,B0CZTSZJW8,257184170326,Bose Wave Music System With Multi-Cd Changer integrated stereo system,amazon,
206,Bose Wave Music System with Multi-CD Changer,Product,SV,,,,16,2,Bose Wave Music System with Multi-CD Changer,Bose® Wave® Music System with Multi-CD Changer - Titanium Silver,81-2YQQ-A21Q,Amazon,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,WH,,,,16,3,Bose Wave Music System with Multi-CD Changer,Bose® Wave® Music System with Multi-CD Changer - Platinum White,CW-VCFN-RWWF,Amazon,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,WH,,,,16,4,Bose Wave Music System with Multi-CD Changer,Bose® Wave® Music System with Multi-CD Changer - Platinum White,R6-QK9H-FBUU,Amazon,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,SV,,,,16,5,Bose Wave Music System with Multi-CD Changer,Bose® Wave® Music System with Multi-CD Changer - Titanium Silver,VI-NMRY-36QQ,Amazon,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,SV,,,,16,6,Bose Wave Music System with Multi-CD Changer,Bose® Wave® Music System with Multi-CD Changer - Titanium Silver,ZB-VTUS-60FU,Amazon,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,SV,,,,16,7,Bose Wave Music System with Multi-CD Changer,Bose® Wave® Music System with Multi-CD Changer - Titanium Silver,364274409934,USAV_eBay,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,GY,,,,16,8,Bose Wave Music System with Multi-CD Changer,Bose Wave Music System with Multi-CD Changer - Graphite Grey (Black),364797946411,USAV_eBay,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,WH,,,,16,9,Bose Wave Music System with Multi-CD Changer,Bose Wave® Music System with Multi-CD Changer - Platinum White,364797956301,USAV_eBay,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,GY,,,,16,10,Bose Wave Music System with Multi-CD Changer,Bose Wave Music System with Multi-CD Changer - Graphite Grey (Black),257132789924,DRAGON_eBay,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,WH,,,,16,11,Bose Wave Music System with Multi-CD Changer,Bose Wave Music System with Multi-CD Changer - Platinum White,05013,Ecwid,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,SV,,,,16,12,Bose Wave Music System with Multi-CD Changer,Bose Wave Music System with Multi-CD Changer - Titanium Silver,00962,Ecwid,,100.0,stripped_name,Music System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,SV,,,,16,13,Bose Wave Music System with Multi-CD Changer Compatible with Alexa Amazon Echo,"Bose Wave Music System with Multi-CD Changer - Titanium Silver, Compatible with Alexa Amazon Echo",KP-FDKW-S6LI,Amazon,,0.96,threshold,Music System,,,81-2YQQ-A21Q,Bose® Wave® Music System with Multi-CD Changer - Titanium Silver,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,SV,,,,16,14,Bose Wave Music System with Multi-CD Changer,Bose® Wave® Music System with Multi-CD Changer - Titanium Silver,F7-H061-BGPG,Amazon,,100.0,stripped_name,System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
206,Bose Wave Music System with Multi-CD Changer,Product,WH,,,,16,15,Bose Wave Music System with Multi-CD Changer,Bose® Wave® Music System with Multi-CD Changer - Platinum White,M6-C21U-0DAP,Amazon,,100.0,stripped_name,System,,,364797956301,Bose Wave® Music System with Multi-CD Changer - Platinum White,ebay,sku
207,Bose 151 SE Environmental Speakers,Product,,,,,1,0,Bose 151 Se Environmental Wifi 34103 Shelf Corded Electric Outdoor speakers,Bose 151 Se Environmental Wifi 34103 Shelf Mount Corded Electric Outdoor speakers,,Amazon,B0CZTT4XDC,100.0,stripped_name,"['Outdoor speakers', '34103']",P,B0CZTT4XDC,,Bose 151 Se Environmental Wifi 34103 Shelf Mount Corded Electric Outdoor speakers,amazon_only,
208,Bose Soundlink Color Bluetooth Speaker,Product,,,,,1,0,Bose Soundlink Color Bluetooth Usb 627840 speakers,"Bose Soundlink Color Bluetooth,Usb 627840 speakers",,Amazon,B0CZTT7QZG,100.0,stripped_name,627840,P,B0CZTT7QZG,,"Bose Soundlink Color Bluetooth,Usb 627840 speakers",amazon_only,
209,Bose UB-20 Wall Mount,Parts,,,Wall Mount,,7,0,Bose Ub-20 Speakers Wall portable electronic device,Bose Ub-20 Speakers Wall Mount portable electronic device mount,,Amazon,B0CZTT9TV5,100.0,stripped_name,Speaker,A,B0CZTT9TV5,,Bose Ub-20 Speakers Wall Mount portable electronic device mount,amazon_only,
209,Bose UB-20 Wall Mount,Parts,,,Bottom Screws,,7,1,02x Bottom Screws for Bose UB-20 Wall Fixing Plate,02x Bottom Screws for Bose UB-20 Wall Mount Fixing Plate Bracket,157446498867,MEKONG_eBay,,100.0,stripped_name,,,,157446498867,02x Bottom Screws for Bose UB-20 Wall Mount Fixing Plate Bracket,ebay_only,
209,Bose UB-20 Wall Mount,Parts,WH,,Wall Mount,,7,2,1x Original Bose UB-20 Wall Part As Pictured UB-20B,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (White) ,362751899527,USAV_eBay,,100.0,stripped_name,Speaker,,,363048185637,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (BLACK),ebay_only,
209,Bose UB-20 Wall Mount,Parts,WH,,Wall Mount,,7,3,1x Original Bose UB-20 Wall Part As Pictured UB-20B,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (White),362766962426,USAV_eBay,,100.0,stripped_name,Speaker,,,363048185637,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (BLACK),ebay_only,
209,Bose UB-20 Wall Mount,Parts,BK,,Wall Mount,,7,4,1x Original Bose UB-20 Wall Part As Pictured UB-20B,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (BLACK),363048185637,USAV_eBay,,100.0,stripped_name,Speaker,,,363048185637,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (BLACK),ebay_only,
209,Bose UB-20 Wall Mount,Parts,BK,,Wall Mount,,7,5,1x Original Bose UB-20 Wall Part As Pictured UB-20B,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (BLACK),00143,Ecwid,,100.0,stripped_name,Speaker,,,363048185637,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (BLACK),ebay_only,
209,Bose UB-20 Wall Mount,Parts,WH,,Wall Mount,,7,6,1x Original Bose UB-20 Wall Part As Pictured UB-20B,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (White),00129,Ecwid,,100.0,stripped_name,Speaker,,,363048185637,1x Original Bose UB-20 Wall Mount Part As Pictured UB-20B (BLACK),ebay_only,
210,Bose Ultra Soundbar,Product,,,,,1,0,Bose Ultra Soundbar Wi-Fi Bluetooth 882963 Tabletop Corded Electric Soundbar speakers,"Bose Ultra Soundbar Wi-Fi,Bluetooth 882963 Tabletop Corded Electric Soundbar speakers",,Amazon,B0CZTTB13Z,100.0,stripped_name,Soundbar speakers,P,B0CZTTB13Z,,"Bose Ultra Soundbar Wi-Fi,Bluetooth 882963 Tabletop Corded Electric Soundbar speakers",amazon_only,
211,Bose WB-50 Series II SlideConnect Bracket,Parts,,,Mounting Bracket,,1,0,Bose Wb-50 Series Ii Slideconnect Speakers 834232 portable electronic device,Bose Wb-50 Series Ii Slideconnect Bracket Speakers 834232 portable electronic device mount,,Amazon,B0CZTTCHBW,100.0,stripped_name,Speakers,P,B0CZTTCHBW,,Bose Wb-50 Series Ii Slideconnect Bracket Speakers 834232 portable electronic device mount,amazon_only,
212,Bose Bass Module 700,Product,,,,,2,0,Bose Bass Module 700 Wireless Subwoofer headphones,Bose Bass Module 700 Wireless Subwoofer headphones,,Amazon,B0CZTTGJC2,100.0,stripped_name,Subwoofer,P,B0CZTTGJC2,,Bose Bass Module 700 Wireless Subwoofer headphones,amazon_only,
212,Bose Bass Module 700,Product,,,,,2,1,Bose Bass Module 700,Bose Bass Module 700,01640-1,Ecwid,,0.87,threshold,Subwoofer,P,B0CZTTGJC2,01640-1,Bose Bass Module 700 Wireless Subwoofer headphones,amazon_only,
213,Bose Soundtouch Music System IV,Product,,,,,1,0,Bose Soundtouch Music System Iv 738031 integrated stereo system,Bose Soundtouch Music System Iv 738031 integrated stereo system,,Amazon,B0CZTTGND8,100.0,stripped_name,integrated stereo system,K,B0CZTTGND8,,Bose Soundtouch Music System Iv 738031 integrated stereo system,amazon_only,
214,Bose 161 Speaker System,Product,,,,,1,0,Bose 161 Speaker System Shelf Corded Electric Bookshelf speakers,Bose 161 Speaker System Shelf Mount Corded Electric Bookshelf speakers,,Amazon,B0CZTTNX15,100.0,stripped_name,Speaker,P,B0CZTTNX15,,Bose 161 Speaker System Shelf Mount Corded Electric Bookshelf speakers,amazon_only,
215,Bose Wave Music System II,Product,,,,,28,0,Bose Wave Music System Ii integrated stereo system,Bose Wave Music System Ii integrated stereo system,,Amazon,B0CZTTS3DB,100.0,stripped_name,System,K,B0CZTTS3DB,,Bose Wave Music System Ii integrated stereo system,amazon_only,
215,Bose Wave Music System II,Parts,,,Main Motherboard Circuit Board,,28,1,USAV Solutions Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001,USAV Solutions Replacement Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001,GL-S7Q0-O4ZJ,Amazon,B0D6LZ9JYN,100.0,stripped_name,AWRCC1,P,B0D6LZ9JYN,GL-S7Q0-O4ZJ,USAV Solutions Replacement Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001,amazon_only,
215,Bose Wave Music System II,Parts,,,Main Motherboard Circuit Board,,28,2,Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001,Bose Wave Music II AWRCC1   Main Motherboard Circuit Board 283027-001,266739069278,DRAGON_eBay,,1.15,threshold,AWRCC1,P,B0D6LZ9JYN,266739069278,USAV Solutions Replacement Bose Wave Music II AWRCC1 Main Motherboard Circuit Board 283027-001,amazon_only,
215,Bose Wave Music System II,Product,WH,,,,28,3,Bose Wave Music System II,Bose Wave Music System II - Platinum White,3B-1BXK-E1AZ,Amazon,,100.0,stripped_name,Music System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,,,,28,4,Bose Wave Music System II,Bose Wave Music System II - Platinum White,65-B8DS-VXOH,Amazon,,100.0,stripped_name,Music System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,,,,28,5,Bose Wave Music System II,Bose Wave Music System II - Platinum White,IC-YQCC-ZMSG,Amazon,,100.0,stripped_name,Music System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,,,,28,6,Bose Wave Music System II,Bose Wave Music System II - Platinum White,Q0-R0MY-L0FP,Amazon,,100.0,stripped_name,Music System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,,,,28,7,Bose Wave Music System II,Bose Wave Music System II - Platinum White,VX-8TRJ-Y9SJ,Amazon,,100.0,stripped_name,Music System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,U,,,28,8,Bose Wave Music System II,"Bose Wave Music System II  White , B Grade - FREE SHIPPING",154592108340,MEKONG_eBay,,100.0,stripped_name,Music System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,N,,,28,9,Bose Wave Music System II,Bose Wave Music System II - Platinum White - Brand new,00092-N,Ecwid,,100.0,stripped_name,Music System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,,,,28,10,Bose Wave Music System II,Bose Wave Music System II - Platinum White,00004-W,Ecwid,,100.0,stripped_name,Music System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,,,,28,11,Bose Wave Music System II,Bose Wave Music System II - Platinum White,VC-EF9K-IPO9,Amazon,,100.0,stripped_name,System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,,,,28,12,Bose Wave Music System II,Bose Wave Music System II - Cream White,362747471091,USAV_eBay,,100.0,stripped_name,System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,WH,,,,28,13,Bose Wave Music System II,Bose Wave Music System II White - FREE SHIPPING,364275775620,USAV_eBay,,100.0,stripped_name,System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Product,BL,,,,28,14,Bose Wave Music System II,Bose Wave Music System II - Midnight Blue,01667,Ecwid,,100.0,stripped_name,System,,,362747471091,Bose Wave Music System II - Cream White,ebay_only,
215,Bose Wave Music System II,Bundle,BL,,,"Bose Wave Music System II, OEM Bluetooth Adapter",28,15,Bose Wave Music System II with Bluetooth,Bose Wave Music System II - Midnight Blue - with OEM Bluetooth Adapter,265895302714,DRAGON_eBay,,100.0,stripped_name,Music System,,,265895302714,Bose Wave Music System II - Midnight Blue - with OEM Bluetooth Adapter,ebay_only,
215,Bose Wave Music System II,Bundle,WH,,,"Bose Wave Music System II, Bluetooth Adapter",28,16,Bose Wave Music System II with Bluetooth,Bose Wave Music System II with Bluetooth Adapter (Cream White) - FREE SHIPPING,266892175280,DRAGON_eBay,,100.0,stripped_name,Music System,,,265895302714,Bose Wave Music System II - Midnight Blue - with OEM Bluetooth Adapter,ebay_only,
215,Bose Wave Music System II,Bundle,WH,,,"Bose Wave Music System II, Bluetooth Adapter",28,17,Bose Wave Music System II with Bluetooth,Bose Wave Music System II - Platinum White with Bluetooth Adapter,155761566463,MEKONG_eBay,,100.0,stripped_name,Music System,,,265895302714,Bose Wave Music System II - Midnight Blue - with OEM Bluetooth Adapter,ebay_only,
215,Bose Wave Music System II,Bundle,BL,,,"Bose Wave Music System II, OEM Bluetooth Adapter",28,18,Bose Wave Music System II with Bluetooth,Bose Wave Music System II  with OEM Bluetooth Adapter -  Blue,155919690600,MEKONG_eBay,,100.0,stripped_name,Music System,,,265895302714,Bose Wave Music System II - Midnight Blue - with OEM Bluetooth Adapter,ebay_only,
215,Bose Wave Music System II,Bundle,BL,,,"Bose Wave Music System II, OEM Bluetooth Adapter",28,19,Bose Wave Music System II with Bluetooth,Bose Wave Music System II - Midnight Blue - with OEM Bluetooth Adapter,04919,Ecwid,,100.0,stripped_name,Music System,,,265895302714,Bose Wave Music System II - Midnight Blue - with OEM Bluetooth Adapter,ebay_only,
215,Bose Wave Music System II,Bundle,BL,,,"Bose Wave Music System II, OEM Bluetooth Adapter",28,20,Bose Wave Music System II with Bluetooth,Bose Wave Music System II with OEM Bluetooth Adapter - Blue,01212,Ecwid,,100.0,stripped_name,Music System,,,265895302714,Bose Wave Music System II - Midnight Blue - with OEM Bluetooth Adapter,ebay_only,
215,Bose Wave Music System II,Bundle,BL,,,"Bose Wave Music System II, USAV Bluetooth music Adapter",28,21,Bose Wave Music System II with USAV Bluetooth music,Bose Wave Music System II - Midnight Blue - with USAV Bluetooth music Adapter,364273064121,USAV_eBay,,100.0,stripped_name,Music System,,,364273064121,Bose Wave Music System II - Midnight Blue - with USAV Bluetooth music Adapter,ebay_only,
215,Bose Wave Music System II,Parts,,U,Remote Control,,28,22,Bose Wave Music System II AWRCC1 AWRCC2 Extra Large 7 25 x 2 25 in,Bose Wave Music System II AWRCC1 AWRCC2  Extra Large Remote 7.25 x 2.25 in,155814835257,MEKONG_eBay,,100.0,stripped_name,"['AWRCC1', 'AWRCC2']",,,155814835257,Bose Wave Music System II AWRCC1 AWRCC2  Extra Large Remote 7.25 x 2.25 in,ebay_only,
215,Bose Wave Music System II,Product,,U,,,28,23,Bose Wave Music System II CD Player AM FM Radio Model AWRCC2,Bose Wave Music System II CD Player AM/FM Radio  - Model AWRCC2 - FREE SHIPPING,256490561041,DRAGON_eBay,,100.0,stripped_name,AWRCC2,,,256490561041,Bose Wave Music System II CD Player AM/FM Radio  - Model AWRCC2 - FREE SHIPPING,ebay_only,
215,Bose Wave Music System II,Parts,,,Soundlink Adapter Update Disk,,28,24,Bose Wave Soundlink UPDATE DISK for Bose Wave Music System II,Bose Wave Soundlink Adapter UPDATE DISK for Bose Wave Music System II,364814724777,USAV_eBay,,100.0,stripped_name,Music System,,,364814724777,Bose Wave Soundlink Adapter UPDATE DISK for Bose Wave Music System II,ebay_only,
215,Bose Wave Music System II,Parts,,,Soundlink Adapter Update Disk,,28,25,Bose Wave Soundlink UPDATE DISK for Bose Wave Music System II AWRCC1 AWRCC2,Bose Wave Soundlink Adapter UPDATE DISK for Bose Wave Music System II AWRCC1 AWRCC2,03796,Ecwid,,1.15,threshold,"['AWRCC1', 'AWRCC2']",,,364814724777,Bose Wave Soundlink Adapter UPDATE DISK for Bose Wave Music System II,ebay_only,
215,Bose Wave Music System II,Parts,,,Power Transformer,,28,26,Bose POWER TRANSFORMER 269842-001 for Bose Wave Music System II,Replacement Bose POWER TRANSFORMER 269842-001  for   Bose Wave Music System II,365116072586,USAV_eBay,,100.0,stripped_name,Music System,,,365116072586,Replacement Bose POWER TRANSFORMER 269842-001  for   Bose Wave Music System II,ebay_only,
215,Bose Wave Music System II,Bundle,,,,"Upgrade CD, Power Adapter",28,27,Upgrade CD w Power for Bose Wave Soundlink Wave MS II AWRCC1 AWRCC2,Upgrade CD w Power Adapter  for  Bose Wave Soundlink (Wave MS II AWRCC1 AWRCC2),365724350421,USAV_eBay,,100.0,stripped_name,"['AWRCC1', 'AWRCC2']",,,365724350421,Upgrade CD w Power Adapter  for  Bose Wave Soundlink (Wave MS II AWRCC1 AWRCC2),ebay_only,
